# Battery data exported from 'SOC vs EMF Summary_2023.11.15.xlsx'  
# into battery_VLoad.dat and from there to here using script/process_battery_data.py script
# Columns are:
#  1 - SOC in percent
#  2,3 open circuit Voltage [Volts], R_internal [Ohms] at 0 degree C
#  4,5 open circuit Voltage [Volts], R_internal [Ohms] at 20 degree C
#  6,7 open circuit Voltage [Volts], R_internal [Ohms] at 40 degree C
0.000000000000000000e+00 2.000000000000000000e+01 0.000000000000000000e+00 2.000000000000000000e+01 0.000000000000000000e+00 2.000000000000000000e+01 0.000000000000000000e+00
5.000000000000000000e-01 2.301730600569899821e+01 9.658608248102146243e-01 2.230782526712759051e+01 9.652235834066626996e-01 2.221323761438939925e+01 9.071556196907532010e-01
1.000000000000000000e+00 2.361743691420331714e+01 1.120530802883922039e+00 2.307955495041985827e+01 1.048564308134613210e+00 2.299969760759300996e+01 9.708213237586266198e-01
1.500000000000000000e+00 2.406663003663003764e+01 1.213457320146520857e+00 2.362357869634340091e+01 1.086309307631161847e+00 2.355168948364192971e+01 1.005929722863032838e+00
2.000000000000000000e+00 2.442171165442834990e+01 1.270145451638840406e+00 2.403612185670534984e+01 1.123259912966936946e+00 2.397453994904564922e+01 1.038952939213966253e+00
2.500000000000000000e+00 2.471292098915576929e+01 1.303123531648929134e+00 2.437131449177093856e+01 1.149887966676938156e+00 2.431535373813494871e+01 1.066466144365515900e+00
3.000000000000000000e+00 2.495598926155637187e+01 1.323440196553662851e+00 2.464859194701771372e+01 1.166103112114009299e+00 2.459749129877267393e+01 1.087447773181903443e+00
3.500000000000000000e+00 2.516027952857796635e+01 1.329374952997152359e+00 2.488209470337277551e+01 1.174749015795298224e+00 2.483379356503507651e+01 1.099797165712442348e+00
4.000000000000000000e+00 2.533234726560955252e+01 1.321609920645338443e+00 2.507659798734101742e+01 1.172175094343390178e+00 2.503111696000000208e+01 1.101127742064001991e+00
4.500000000000000000e+00 2.547630627088657462e+01 1.301426803617063310e+00 2.523897056198051558e+01 1.156025451941044224e+00 2.519586922832392872e+01 1.089651268952158691e+00
5.000000000000000000e+00 2.560257916560721370e+01 1.275582931198778747e+00 2.537400211107823367e+01 1.130768830687579607e+00 2.533155170233366604e+01 1.064728259539195365e+00
5.500000000000000000e+00 2.572017219226351159e+01 1.244512319370412179e+00 2.549031919406150237e+01 1.098648610816541638e+00 2.544812796003461841e+01 1.034881785628588791e+00
6.000000000000000000e+00 2.583424806201550084e+01 1.210990341085270483e+00 2.559899475979117156e+01 1.070932419695754589e+00 2.555550671732403600e+01 1.008781809329834855e+00
6.500000000000000000e+00 2.594634982345791130e+01 1.175719384269424683e+00 2.570486646676272358e+01 1.045365191479418199e+00 2.565965722700056517e+01 9.867540303298033555e-01
7.000000000000000000e+00 2.605934598540145686e+01 1.136228580437956825e+00 2.580973417230614331e+01 1.018214031839599576e+00 2.576285229789052522e+01 9.644680388291054784e-01
7.500000000000000000e+00 2.617120008032282286e+01 1.091071091644513658e+00 2.591366254683094894e+01 9.907573244563749881e-01 2.586503482365687390e+01 9.406379315482990000e-01
8.000000000000000000e+00 2.628135879272588227e+01 1.038196350777871757e+00 2.601795026349193662e+01 9.585162352771465777e-01 2.596809961848240178e+01 9.127324934294176462e-01
8.500000000000000000e+00 2.638135780808406494e+01 9.765422342652836374e-01 2.612572786470802555e+01 9.241416153927193289e-01 2.607164350963383725e+01 8.826324850234116282e-01
9.000000000000000000e+00 2.647278854658854641e+01 9.067963528520128769e-01 2.623190640675962015e+01 8.848068361116935288e-01 2.617520096333957724e+01 8.509481086432966190e-01
9.500000000000000000e+00 2.655742965056041882e+01 8.349552767486108085e-01 2.633818263842719887e+01 8.451065077405262027e-01 2.627934895010375627e+01 8.196453540330095322e-01
1.000000000000000000e+01 2.663793921240915807e+01 7.657908241629264312e-01 2.643889729422894774e+01 8.002564119848625257e-01 2.638203911864534845e+01 7.873544563304700761e-01
1.050000000000000000e+01 2.671532110091742851e+01 7.007353211009178517e-01 2.653160136880408260e+01 7.508220662286235747e-01 2.647975390573344612e+01 7.533131325342395934e-01
1.100000000000000000e+01 2.678856762509334999e+01 6.411758053790154177e-01 2.661424221921516065e+01 6.940970780784849747e-01 2.656685890194306410e+01 7.127370384828296546e-01
1.150000000000000000e+01 2.685807966183754658e+01 5.851974633719413399e-01 2.669208066782843503e+01 6.381974450222052120e-01 2.664538579366270454e+01 6.656653551584321704e-01
1.200000000000000000e+01 2.692485493517590101e+01 5.342259295367588479e-01 2.676565310088383143e+01 5.851857134181662756e-01 2.671699146355160792e+01 6.167932971919573015e-01
1.250000000000000000e+01 2.699085599940709557e+01 4.883587064107314801e-01 2.683493391479369095e+01 5.351201683998669800e-01 2.678474527597281707e+01 5.688891628855764493e-01
1.300000000000000000e+01 2.705653771370483440e+01 4.469758392810261882e-01 2.690092623438429342e+01 4.894175425342068286e-01 2.685066585956416318e+01 5.233670157384994193e-01
1.350000000000000000e+01 2.711940817229679723e+01 4.121113957810890183e-01 2.696557589525805199e+01 4.468193045360979165e-01 2.691422295100242934e+01 4.795776508983798925e-01
1.400000000000000000e+01 2.718241551537003176e+01 3.825104266211658000e-01 2.702833024976873233e+01 4.053250462534675469e-01 2.697642808415979232e+01 4.389135079302992071e-01
1.450000000000000000e+01 2.724791479326861321e+01 3.493925677763287663e-01 2.708873144798050703e+01 3.683324523074654189e-01 2.703724095583339349e+01 4.000552338536649266e-01
1.500000000000000000e+01 2.731893652304425757e+01 3.141232299849915366e-01 2.714875650636361826e+01 3.359100132337484723e-01 2.709816067243637860e+01 3.637213679725409543e-01
