,Time,SOC,Power_hardware,Power_sol_pan
650,180.2777778,0.9552191570683763,22.739999999999995,0.0
651,180.5555556,0.9544152416100646,22.739999999999995,0.0
652,180.8333333,0.9536112087964289,22.739999999999995,0.0
653,181.1111111,0.952807063089584,22.739999999999995,0.0
654,181.3888889,0.9520028044452021,22.739999999999995,0.0
655,181.6666667,0.9511984331085014,22.739999999999995,0.0
656,181.9444444,0.9503939484559899,22.739999999999995,0.0
657,182.2222222,0.949589350732788,22.739999999999995,0.0
658,182.5,0.9487846457990398,22.739999999999995,0.0
659,182.7777778,0.9479798392810975,22.739999999999995,0.0
660,183.0555556,0.9476984430245214,7.960000000000001,0.0
661,183.3333333,0.9474170331394376,7.960000000000001,0.0
662,183.6111111,0.9471356097253733,7.960000000000001,0.0
663,183.8888889,0.9468541727805577,7.960000000000001,0.0
664,184.1666667,0.9465727224045423,7.960000000000001,0.0
665,184.4444444,0.9462912583929157,7.960000000000001,0.0
666,184.7222222,0.9460097808452237,7.960000000000001,0.0
667,185.0,0.9457282897596939,7.960000000000001,0.0
668,185.2777778,0.9454467851345535,7.960000000000001,0.0
669,185.5555556,0.9451652670693761,7.960000000000001,0.0
670,185.8333333,0.9448837353597002,7.960000000000001,0.0
671,186.1111111,0.9440784138874446,22.739999999999995,0.0
672,186.3888889,0.9432730027616508,22.739999999999995,0.0
673,186.6666667,0.9424675022449109,22.739999999999995,0.0
674,186.9444444,0.9416619117298953,22.739999999999995,0.0
675,187.2222222,0.9408562314791368,22.739999999999995,0.0
676,187.5,0.9400504614652064,22.739999999999995,0.0
677,187.7777778,0.9392446016606619,22.739999999999995,0.0
678,188.0555556,0.9384386552733177,22.739999999999995,0.0
679,188.3333333,0.9376326218927382,22.739999999999995,0.0
680,188.6111111,0.9368265017821125,22.739999999999995,0.0
681,188.8888889,0.9360202949145062,22.739999999999995,0.0
682,189.1666667,0.9357384014672342,7.960000000000001,0.0
683,189.4444444,0.9354564965589541,7.960000000000001,0.0
684,189.7222222,0.9351745802899069,7.960000000000001,0.0
685,190.0,0.9348926526588558,7.960000000000001,0.0
686,190.2777778,0.9346107137934629,7.960000000000001,0.0
687,190.5555556,0.9343287640036818,7.960000000000001,0.0
688,190.8333333,0.9340468030853578,7.960000000000001,0.0
689,191.1111111,0.9337648311388346,7.960000000000001,0.0
690,191.3888889,0.9334828481629575,7.960000000000001,0.0
691,191.6666667,0.9332008542580892,7.960000000000001,0.0
692,191.9444444,0.9329188492200429,7.960000000000001,0.0
693,192.2222222,0.9321122085476977,22.739999999999995,0.0
694,192.5,0.9313054852132301,22.739999999999995,0.0
695,192.7777778,0.9304986791926868,22.739999999999995,0.0
696,193.0555556,0.9296917907525833,22.739999999999995,0.0
697,193.3333333,0.9288848238515163,22.739999999999995,0.0
698,193.6111111,0.9280777861442835,22.739999999999995,0.0
699,193.8888889,0.9272706776134935,22.739999999999995,0.0
700,194.1666667,0.926463498532332,22.739999999999995,0.0
701,194.4444444,0.92565624830225,22.739999999999995,0.0
702,194.7222222,0.9248489271963937,22.739999999999995,0.0
703,195.0,0.9240415343478069,22.739999999999995,0.0
704,195.2777778,0.9237592247988803,7.960000000000001,0.0
705,195.5555556,0.9234769055553154,7.960000000000001,0.0
706,195.8333333,0.9231945764129373,7.960000000000001,0.0
707,196.1111111,0.922912237472469,7.960000000000001,0.0
708,196.3888889,0.9226298887330014,7.960000000000001,0.0
709,196.6666667,0.9223475302952745,7.960000000000001,0.0
710,196.9444444,0.9220651619550846,7.960000000000001,0.0
711,197.2222222,0.9217827838131681,7.960000000000001,0.0
712,197.5,0.9215003958686155,7.960000000000001,0.0
713,197.7777778,0.921217998120517,7.960000000000001,0.0
714,198.0555556,0.9204102443145739,22.739999999999995,0.0
715,198.3333333,0.9196024146686322,22.739999999999995,0.0
716,198.6111111,0.918794515625634,22.739999999999995,0.0
717,198.8888889,0.9179865535396095,22.739999999999995,0.0
718,199.1666667,0.917178528687797,22.739999999999995,0.0
719,199.4444444,0.9163704404747856,22.739999999999995,0.0
720,199.7222222,0.9155622891777813,22.739999999999995,0.0
