,Time_therm,SOC,Power_hardware,Power_sol_pan,Temperature
888,246.3888889,0.8649234662462301,5.4,0.0,1.265103
889,246.6666667,0.8647303738763585,5.4,0.0,1.191595
890,246.9444444,0.8645372728735167,5.4,0.0,1.117602
891,247.2222222,0.8643441633061638,5.4,0.0,1.041552
892,247.5,0.8641510451732487,5.4,0.0,0.965266
893,247.7777778,0.86395791847372,5.4,0.0,0.886335
894,248.0555556,0.863235215063164,20.18,0.0,0.807148
895,248.3333333,0.8625123923142912,20.18,0.0,0.726824
896,248.6111111,0.8617894504266761,20.18,0.0,0.646358
897,248.8888889,0.8610663893397101,20.18,0.0,0.56713
898,249.1666667,0.8603432092530756,20.18,0.0,0.488347
899,249.4444444,0.8596199095854102,20.18,0.0,0.410317
900,249.7222222,0.8588964888910057,20.18,0.0,0.334483
901,250.0,0.8581729456234914,20.18,0.0,0.259466
902,250.2777778,0.857449279722061,20.18,0.0,0.185607
903,250.5555556,0.8567254913864216,20.18,0.0,0.114261
904,250.8333333,0.8560015800345822,20.18,0.0,0.043264
905,251.1111111,0.8558081001901944,5.4,0.0,-0.02634
906,251.3888889,0.8556146109950302,5.4,0.0,-0.09428
907,251.6666667,0.8554211125175066,5.4,0.0,-0.16243
908,251.9444444,0.8552276046170649,5.4,0.0,-0.23164
909,252.2222222,0.8550340873621182,5.4,0.0,-0.30092
910,252.5,0.8548405607514229,5.4,0.0,-0.37135
911,252.7777778,0.8546470246124566,5.4,0.0,-0.443
912,253.0555556,0.854453478976972,5.4,0.0,-0.51597
913,253.3333333,0.8542599237043083,5.4,0.0,-0.59041
914,253.6111111,0.854066358862827,5.4,0.0,-0.66588
915,253.8888889,0.8538727844512165,5.4,0.0,-0.74198
916,254.1666667,0.8531483547305752,20.18,0.0,-0.81999
917,254.4444444,0.8524237951460126,20.18,0.0,-0.89831
918,254.7222222,0.8516991058885733,20.18,0.0,-0.97595
919,255.0,0.8509742868884901,20.18,0.0,-1.05329
920,255.2777778,0.8502493380759317,20.18,0.0,-1.12958
921,255.5555556,0.8495242596420316,20.18,0.0,-1.20437
922,255.8333333,0.848799051036659,20.18,0.0,-1.2777
923,256.1111111,0.8480737124746741,20.18,0.0,-1.34963
924,256.3888889,0.8473482438883779,20.18,0.0,-1.4206
925,256.6666667,0.8466226454712287,20.18,0.0,-1.48961
926,256.9444444,0.845896916633026,20.18,0.0,-1.55755
927,257.2222222,0.8457029546326206,5.4,0.0,-1.62388
928,257.5,0.8455089826653981,5.4,0.0,-1.68993
929,257.7777778,0.8453150007299461,5.4,0.0,-1.75586
930,258.0555556,0.8451210088946884,5.4,0.0,-1.82292
931,258.3333333,0.8449270070185412,5.4,0.0,-1.88977
932,258.6111111,0.8447329951232616,5.4,0.0,-1.95852
933,258.8888889,0.8445389731300438,5.4,0.0,-2.02861
934,259.1666667,0.8443449411072761,5.4,0.0,-2.09981
935,259.4444444,0.8441508989137954,5.4,0.0,-2.17176
936,259.7222222,0.8439568466179853,5.4,0.0,-2.24531
937,260.0,0.8437627842183812,5.4,0.0,-2.32003
938,260.2777778,0.8430365063830976,20.18,0.0,-2.39537
939,260.5555556,0.8423100916984139,20.18,0.0,-2.47176
940,260.8333333,0.841583539563541,20.18,0.0,-2.54683
941,261.1111111,0.8408568501620445,20.18,0.0,-2.62143
942,261.3888889,0.8401300234159542,20.18,0.0,-2.69503
943,261.6666667,0.839403059508932,20.18,0.0,-2.76747
944,261.9444444,0.8386759524856727,20.18,0.0,-2.83784
945,262.2222222,0.8379487013577597,20.18,0.0,-2.90716
946,262.5,0.8372213060406236,20.18,0.0,-2.97507
947,262.7777778,0.836493766449611,20.18,0.0,-3.04217
948,263.0555556,0.8362993254228521,5.4,0.0,-3.10688
949,263.3333333,0.836104873524246,5.4,0.0,-3.17102
950,263.6111111,0.8359104108221149,5.4,0.0,-3.23407
951,263.8888889,0.8357159373147861,5.4,0.0,-3.29804
952,264.1666667,0.8355214530706009,5.4,0.0,-3.36321
953,264.4444444,0.8353269579478606,5.4,0.0,-3.42894
954,264.7222222,0.8351324520149016,5.4,0.0,-3.4959
955,265.0,0.8349379352700492,5.4,0.0,-3.56436
956,265.2777778,0.8347434076367717,5.4,0.0,-3.63306
957,265.5555556,0.834548869023625,5.4,0.0,-3.70383
958,265.8333333,0.8343543192887931,5.4,0.0,-3.77557
959,266.1111111,0.8336261832048909,20.18,0.0,-3.84831
960,266.3888889,0.8328978991258228,20.18,0.0,-3.92196
961,266.6666667,0.8321694672247198,20.18,0.0,-3.99568
962,266.9444444,0.83144088688797,20.18,0.0,-4.06851
963,267.2222222,0.8307121582884699,20.18,0.0,-4.14076
964,267.5,0.8299832813368444,20.18,0.0,-4.21143
965,267.7777778,0.8292542559434416,20.18,0.0,-4.28053
966,268.0555556,0.8285250822729335,20.18,0.0,-4.34881
967,268.3333333,0.8277957597100428,20.18,0.0,-4.41521
968,268.6111111,0.8270662884267997,20.18,0.0,-4.48026
969,268.8888889,0.8263366683326925,20.18,0.0,-4.54412
970,269.1666667,0.8261416771747204,5.4,0.0,-4.60665
971,269.4444444,0.8259466749085727,5.4,0.0,-4.6681
972,269.7222222,0.8252088487649392,20.4,0.0,-4.57205
973,270.0,0.8244708702968848,20.4,0.0,-4.2336
974,270.2777778,0.8237327394173519,20.4,0.0,-3.89599
975,270.5555556,0.8229944563008398,20.4,0.0,-3.55897
976,270.8333333,0.8222560203217604,20.4,0.0,-3.22363
977,271.1111111,0.8215174316516642,20.4,0.0,-2.89035
978,271.3888889,0.8207786901962759,20.4,0.0,-2.56038
979,271.6666667,0.8200397961272241,20.4,0.0,-2.23268
980,271.9444444,0.8193007488180887,20.4,0.0,-1.90718
981,272.2222222,0.8180240520418273,35.18,0.0,-1.58422
982,272.5,0.8167469017128997,35.18,0.0,-1.26398
983,272.7777778,0.8154692973532737,35.18,0.0,-0.945
984,273.0555556,0.8141912389441747,35.18,0.0,-0.62555
985,273.3333333,0.812912727562288,35.18,0.0,-0.30811
986,273.6111111,0.81163376463593,35.18,0.0,0.009706
987,273.8888889,0.8103543496983556,35.18,0.0,0.32704
988,274.1666667,0.8096213166918379,20.18,0.0,0.541299
989,274.4444444,0.8088881290142147,20.18,0.0,0.458323
990,274.7222222,0.8081547835593794,20.18,0.0,0.373623
991,275.0,0.8074212802259516,20.18,0.0,0.28927
992,275.2777778,0.8072252563483238,5.4,0.0,0.20508
993,275.5555556,0.8070292208563249,5.4,0.0,0.120251
994,275.8333333,0.8068331736068589,5.4,0.0,0.0354
995,276.1111111,0.8066371146685394,5.4,0.0,-0.05067
996,276.3888889,0.8064410440394102,5.4,0.0,-0.13819
997,276.6666667,0.8062449617881047,5.4,0.0,-0.22696
998,276.9444444,0.8060488677714909,5.4,0.0,-0.31572
999,277.2222222,0.8058527620581966,5.4,0.0,-0.40693
1000,277.5,0.8056566446462637,5.4,0.0,-0.49869
1001,277.7777778,0.8054605155337338,5.4,0.0,-0.59169
1002,278.0555556,0.8047264095000886,20.18,0.0,-0.68474
1003,278.3333333,0.803992147368923,20.18,0.0,-0.77976
1004,278.6111111,0.8032577335678273,20.18,0.0,-0.87421
1005,278.8888889,0.8025231680046603,20.18,0.0,-0.96806
1006,279.1666667,0.8017884508516859,20.18,0.0,-1.05991
1007,279.4444444,0.801053581487634,20.18,0.0,-1.15149
1008,279.7222222,0.8003185600845252,20.18,0.0,-1.24105
1009,280.0,0.7995833865498436,20.18,0.0,-1.32878
1010,280.2777778,0.7988480607909794,20.18,0.0,-1.41524
1011,280.5555556,0.7981125829800003,20.18,0.0,-1.4991
1012,280.8333333,0.7973769524946175,20.18,0.0,-1.58311
1013,281.1111111,0.7971803647918159,5.4,0.0,-1.66364
1014,281.3888889,0.7969837656153139,5.4,0.0,-1.74414
1015,281.6666667,0.7967871550340221,5.4,0.0,-1.82371
1016,281.9444444,0.7965905329045148,5.4,0.0,-1.90389
1017,282.2222222,0.7963938992956971,5.4,0.0,-1.98431
1018,282.5,0.7961972542056982,5.4,0.0,-2.06622
1019,282.7777778,0.7960005976326462,5.4,0.0,-2.14858
1020,283.0555556,0.7958039296454695,5.4,0.0,-2.23149
1021,283.3333333,0.7956072501006989,5.4,0.0,-2.31601
1022,283.6111111,0.7954105590672574,5.4,0.0,-2.40149
